,Tweet_Text,created,Twitter_screenname,Followers,id,location
0,@hemendu @JM_Scindia @PMOIndia @airindiain @AAI_Official @USAndIndia Shame @airindia very painful to see the worst act of AIRINDIA,2022-05-07 15:00:21+00:00,Krishan48622838,0,1.52E+18,PANCHKULA
1,"Heard a lot about @airindiain, reason to have ticket for my 1st IN trip. Had to cancelled it on 2.4.22, the situati… https://t.co/jrVI7CeqCK",2022-05-07 14:56:43+00:00,Akkumar_,77,1.52E+18,#Delhi_India_Earth 
2,"RT @Dastanagoi: Pathetic service of @makemytrip.
I booked @AirIndia travel tickets to France from them with partial cancellation. Sadly, my…",2022-05-07 14:55:20+00:00,haakubaarajesha,1,1.52E+18,"Bengaluru, India"
3,"@virsanghvi @airindiain @IndiGo6E @TataCompanies I don't understand, why do you choose AirIndia to travel?",2022-05-07 14:46:01+00:00,HumSaoEkHein,7,1.52E+18,
4,"RT @madhukishwar: Surprised that @AirIndia behaving no better after #Gharwapsi to the #HouseOfTatas.
Flight delayed without clarity about w…",2022-05-07 13:59:04+00:00,gautam18381,169,1.52E+18,
5,@airindiain @Pib_MoCA AI537 =&gt; This is the condition of tea cup in AirIndia flight. Please at-least improve some qu… https://t.co/V2VxXHq0J3,2022-05-07 13:46:04+00:00,Mukesh43616982,3,1.52E+18,
6,"@AshwiniVaishnaw @narendramodi @RahulGandhi 
Why Indian railways is not giving senior citizens concession? Airindia… https://t.co/iME4N5Jl7l",2022-05-07 13:44:49+00:00,DRSHASHISPANDE2,29,1.52E+18,"Mumbai, India"
7,"On This Day 07/05

#neatsocials #todayinhistory #onthisday #historyonthisday #trending #onday07
#kolkata #airindia… https://t.co/R2gcBMVVLI",2022-05-07 12:45:43+00:00,neat_socials,19,1.52E+18,"Bhubaneswar,Odisha"
8,@abhaybhagat @airindiaexpress Yes but only as checked luggage and that too passenger has to ensure that it is prope… https://t.co/PFUfG1LQeS,2022-05-07 12:35:07+00:00,swayampdash,134,1.52E+18,Bengaluru
9,@AktaPatel7 @aniartist @airindiain @Animatry Hi My parents and wife with my daughter are on the same flight. Flight… https://t.co/Zn14QkIRvT,2022-05-07 12:22:31+00:00,uv_ethanhunt,127,1.52E+18,Ahmedabad
10,"@SminuJindal @airindiain @RNTata2000 @JM_Scindia For the millionth time what is the update on my refund

Booking re… https://t.co/iQZQmSigx3",2022-05-07 11:38:37+00:00,_ThisIsHari_,2,1.52E+18,Україна
11,"Surprised that @AirIndia behaving no better after #Gharwapsi to the #HouseOfTatas.
Flight delayed without clarity a… https://t.co/AYdOuJfzss",2022-05-07 11:27:41+00:00,madhukishwar,2006294,1.52E+18,"New Delhi, India"
12,"RT @ETNOWlive: #Aviation regulator @DGCA_India pulls up airline CEOs for denying boarding to passengers, who hold confirmed tickets and rep…",2022-05-07 11:24:45+00:00,sameerdixit16,1604,1.52E+18,Delhi
13,@manishadlakha6 @tourismgoi @allianceair @kishanreddybjp @KishanReddyOfc @shripadynaik @AjaybhattBJP4UK @MoCA_GoI… https://t.co/XlkK2QGv9e,2022-05-07 11:22:35+00:00,HitenPalicha,1,1.52E+18,"Tiruppur, India"
14,@manishadlakha6 @tourismgoi @allianceair @kishanreddybjp @KishanReddyOfc @shripadynaik @AjaybhattBJP4UK @MoCA_GoI… https://t.co/gLNnQR5f9V,2022-05-07 11:18:53+00:00,HitenPalicha,1,1.52E+18,"Tiruppur, India"
15,"RT @sunilkapoor8: @RNTata2000 Father lost it in 1951, Son found in 2021.What better gift could be for #JRDTata? Respect 🙌

Sir i am availab…",2022-05-07 11:09:16+00:00,Sourabh08915648,6,1.52E+18,
16,@airindiain @TataCompanies Received broken trolly due to mishandling by AI stuff which is beyond repairing.Flight w… https://t.co/8Yr4PU002D,2022-05-07 10:10:28+00:00,MaitrayeeDas14,0,1.52E+18,
17,"#Aviation regulator @DGCA_India pulls up airline CEOs for denying boarding to passengers, who hold confirmed ticket… https://t.co/BeppKckJGI",2022-05-07 10:07:07+00:00,ETNOWlive,757969,1.52E+18,India
18,Total chaos @airindiain for mumbai check in at 3 pm today on 7th may. Airindia employees shouting like a bus station,2022-05-07 09:49:27+00:00,dineshmamta1,13,1.52E+18,"Navi Mumbai, India"
19,"@lufthansa My concern is that , If I book Airindia it is giving me 2 pieces of bag and 7kg handbag allowed in the f… https://t.co/Obpn0SgDRo",2022-05-07 09:37:11+00:00,adishjain01,0,1.52E+18,
20,@shukla_tarun I can guarantee @airindiain is any day better than this local blue low-cost.paid journalists keep glo… https://t.co/zahueeiaS3,2022-05-07 09:36:39+00:00,MaiSatyaHun,15,1.52E+18,
21,@sarkar_swati @SCofInd also would release and state Babu aparatus aid in helping them therefore not even on… https://t.co/aD5yCZ3XhS,2022-05-07 09:34:57+00:00,s_aadhavan,61,1.52E+18,"Toronto, Ontario"
22,#airindia #mumbaiairport only two counters are open for baggage drop in Mumbai airindia counter. I am in queue for… https://t.co/QJuMlDAzfj,2022-05-07 09:01:44+00:00,Pankaj_1583,0,1.52E+18,
23,@airindiain It's been a year since I have applied for a refund and still I haven't received a single penny yet. I d… https://t.co/hOlnFRId1W,2022-05-07 08:49:18+00:00,sunilshetty9487,1,1.52E+18,
24,"Pathetic service of @makemytrip.
I booked @AirIndia travel tickets to France from them with partial cancellation. S… https://t.co/6OgTRgPWbV",2022-05-07 08:21:17+00:00,Dastanagoi,353,1.52E+18,New Delhi
25,@Airtel_Presence I saw your message. Twice u mentioned #ourintention but when #airtelIndia employees are not workin… https://t.co/gBEEq0uDkW,2022-05-07 08:05:17+00:00,RaviBhagania2,0,1.52E+18,
26,@AshVerma111 @airindiain It's not  NIFTY index which react instantly or some time before the actual change happen .… https://t.co/qqtkgAnW0W,2022-05-07 07:50:31+00:00,drprashgupta05,3,1.52E+18,
27,"@YatraOfficial booking reference 2408210049410 Booked on 23-08-2021 ,Business class ticket for one child and one ad… https://t.co/7VVJCGQ1cF",2022-05-07 07:29:23+00:00,angu_muds,1,1.52E+18,
28,"RT @arindamCE: So today my parents (in their 60s) are travelling to India from London in #AirIndia. Guess what happens, the flight is cance…",2022-05-07 07:23:35+00:00,claimcompanies,4024,1.52E+18,
29,"Air borne life #airindia #mumbaiairport #indigo #spicejet #travel #travelgram #trendingreels #short

https://t.co/ICXHSbJXui",2022-05-07 07:22:09+00:00,allizzzzzzzzzzw,113,1.52E+18,delhi
30,"@lufthansa 
Hi Lufthansa ,
I am travelling from india to warsaw. My first flight is from new delhi to frankfurt. An… https://t.co/20AMPpWFAk",2022-05-07 07:21:07+00:00,adishjain01,0,1.52E+18,
31,"So today my parents (in their 60s) are travelling to India from London in #AirIndia. Guess what happens, the flight… https://t.co/bfBgQdpp66",2022-05-07 07:12:43+00:00,arindamCE,0,1.52E+18,"Birmingham, England"
32,@AshVerma111 @airindiain @airindia can be changed but you can’t,2022-05-07 07:05:18+00:00,mkinthuk,843,1.52E+18,
33,@allianceair It’s been 3 days you guys are not able to revert and also on airsewa .One of the #worst airline of… https://t.co/EbjhCjxTP4,2022-05-07 07:01:56+00:00,arpitrajtandon,23,1.52E+18,"Gurgaon, India"
34,"@adishjain01 Dear Mr. Jain, we request you to visit https://t.co/Pfa70DDoBh for information regarding baggage allowance.",2022-05-07 07:00:59+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
35,"@airindiain 
Hi airindia, I am booking flight ticket but here about baggage is showing ""2 piece+7kg""
Please let me… https://t.co/igbJxdtAhO",2022-05-07 06:54:29+00:00,adishjain01,0,1.52E+18,
36,"@Raj53195391 Dear Sir, we request you to kindly visit (https://t.co/KmZgt2TtpB) to know about the updated international travel guidelines.",2022-05-07 06:54:12+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
37,"@airindiain @RNTata2000 even after 2 year of chasing them for my refund they have focre me for multiple email, hund… https://t.co/W1AaYcOYeF",2022-05-07 06:51:45+00:00,Dharmen90299589,5,1.52E+18,"New Delhi, India"
38,"@AshVerma111 @airindiain Sir , it’s not been more than 4-5 months Tata’s took over AirIndia. Give them time coz it… https://t.co/VJrmlHqY8B",2022-05-07 06:16:47+00:00,JaiiDesaii,63,1.52E+18,"Mumbai, India"
39,"@jetairways 
Congrats for coming back to the sky it's the best airline it is a best news ,but make sure defence get… https://t.co/VfSqZixfvF",2022-05-07 06:02:13+00:00,Poonamv37350512,19,1.52E+18,
40,@vermamehul Everything possible with airindia,2022-05-07 05:47:38+00:00,AnkitaS84180230,0,1.52E+18,
41,"@abhi191 Dear Mr. Gupta, we request you to kindly visit https://t.co/hUU8699NX5 to know the information regarding on same.",2022-05-07 05:44:19+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
42,"Travelled from air india and lost our valuables worth amount of 6 lacs
We travelled on 1st may from Allahabad to Am… https://t.co/R55fUifTOK",2022-05-07 05:20:22+00:00,AnkitaS84180230,0,1.52E+18,
43,"#airindia  #RghunathanThyagarajan please show mercy, please ref my previous tweets, no one replies in the no given… https://t.co/VfQIcA4ceW",2022-05-07 05:08:16+00:00,Chandra79631290,3,1.52E+18,
44,"@Bvinubalan LiC, AirIndia, Several Ports etc.,
 ask your #AIADMK owner @BJP4TamilNadu .",2022-05-07 05:02:09+00:00,Raj2Day,28,1.52E+18,India
45,"RT @vkshaju: @airindiain Dear @airindiain
I’ve payed my money for ticket now past two years I am begging to get my own money are you not fe…",2022-05-07 04:56:04+00:00,vkshaju,20,1.52E+18,India
46,@filmosphere @IndiGo6E #Airindia is best. Ratan tata no words.,2022-05-07 04:31:57+00:00,pranavunde58,106,1.52E+18,Pune
47,"@airindiain Such a bad experience with Air India

This time travelling back from Goa to Delhi on 5th May and, Delhi… https://t.co/9fa7hxwynT",2022-05-07 03:46:03+00:00,Parambi63436190,0,1.52E+18,
48,"RT @ABisen27: Passenger having to bear the cost of disfunctional system betwen Yatra and Air India. Tkt provided w/o a valid PNR, boarding…",2022-05-07 03:21:54+00:00,arvindusretay,386,1.52E+18,"Mumbai, India"
49,"@airindiain Dear @airindiain
I’ve payed my money for ticket now past two years I am begging to get my own money are… https://t.co/nDNxHvwik2",2022-05-07 03:19:05+00:00,vkshaju,20,1.52E+18,India
50,@ABisen27 @yatra @airindiain tagging correct airindia handle,2022-05-07 02:59:01+00:00,Sunitgarg1,93,1.52E+18,India
51,"Passenger having to bear the cost of disfunctional system betwen Yatra and Air India. Tkt provided w/o a valid PNR,… https://t.co/ngKmvfvl6E",2022-05-07 02:19:17+00:00,ABisen27,318,1.52E+18,"Mumbai, India"
52,@airindiain @JM_Scindia @Officejmscindia @MoCA_GoI @DGCAIndia @TataCompanies @RNTata2000 AirIndia has been harrassi… https://t.co/GKuuttGwYU,2022-05-07 01:03:16+00:00,RajneeshVenkta,1,1.52E+18,
53,"@raunak33 Dear Sir, we request you to visit https://t.co/Fv2fTCrOek to know about the updated international travel guidelines.",2022-05-06 22:41:54+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
54,"@airindiain 
@TataCompanies
@RNTata2000
 @TCS
Waiting on my refund since Jan 12. Pls provide the refund asap. Ref-W… https://t.co/kkNr0YiLSC",2022-05-06 22:24:29+00:00,vickey8981,2,1.52E+18,
55,"Lot to improve #airindia 
This is not the way u handle luggage - Green baggage 
@TataCompanies https://t.co/PPjebnhpmb",2022-05-06 22:12:24+00:00,secretdoorclic3,3,1.52E+18,India
56,"@airindiain What ticket details you want, I can't see any morning flight of Air India from Delhi to patna on your A… https://t.co/kYOIsI8xHp",2022-05-06 20:12:44+00:00,Enggaamir_pat,2,1.52E+18,
57,"@airindiain why morning flight of AirIndia from Delhi to Patna is stopped, international passengers  traveling from… https://t.co/uAjdALOaiN",2022-05-06 19:34:01+00:00,Enggaamir_pat,2,1.52E+18,
58,@airindiain Thank you for your reply. During the last 2 years we have filled in this form more than once &amp; also rai… https://t.co/RT2G3i75DA,2022-05-06 18:13:08+00:00,SunnySue12,25,1.52E+18,Spain & UK
59,@Prakrit53878156 @airindiain @WestJet @vijayshankar260 @Pib_MoCA @airindiain same case happened with me as well. I… https://t.co/Pz1Zt0RjFL,2022-05-06 17:33:17+00:00,jayantnaga_08,0,1.52E+18,
60,@JM_Scindia @TataCompanies @RNTata2000 @airindiain AirIndia's BIG SCAM to rip-off Indians. AI cancelled our STV- KT… https://t.co/Qx0QCtgjIY,2022-05-06 17:21:27+00:00,RajneeshVenkta,1,1.52E+18,
61,@airindiain hi i am facing issue in booking flight from Vancouver to Delhi . I am facing this problem from last 4-5… https://t.co/V5wvvtm3rx,2022-05-06 17:19:41+00:00,Ani_thecoolboy,318,1.52E+18,Chandigarh
62,Me and my daughter was crying and begged the AirIndia crew and Manager to let us board and take rapid test for my k… https://t.co/zk6LVxhWOl,2022-05-06 17:01:16+00:00,nehasin73213546,0,1.52E+18,
63,"Lost my baggage since last 12 hours and there has been no update from air india , really dint expect such a patheti… https://t.co/pngXoM54o8",2022-05-06 16:55:50+00:00,khyanisuraj,20,1.52E+18,INDIA
64,May I know the reason why all airline price is double from the match earlier it was half of the ticket price? BLR t… https://t.co/hh0xb6qWlZ,2022-05-06 16:51:14+00:00,Girish80602013,9,1.52E+18,"Bengaluru South, India"
65,"Status of my Refund case Id 01211841 ticket No 0982132680713 PNR JKJ7D9: regs
Once again I would like to inform Air… https://t.co/0EHA0c3C6b",2022-05-06 16:27:15+00:00,Harbans40048615,2,1.52E+18,
66,"My travel dates are approaching i.e. 11th May, 2022. Till date I haven't booked any alternative flight tickets base… https://t.co/pIVooTaNsb",2022-05-06 16:12:44+00:00,legalallianze,10,1.52E+18,"Mumbai, India"
67,@airindiain Thank you @Airindia for clearing refund topic for my tickets 0982135429938. Appreciated!  Seat booking… https://t.co/r7KYwaCSpX,2022-05-06 15:15:54+00:00,ShailPa78795511,1,1.52E+18,
68,"@airindiain It's been two weeks and still no replies to my follow up mails !!!! #AirIndia WORST AIRLINE, WORST CUST… https://t.co/c1S4oOR04q",2022-05-06 14:55:42+00:00,PriyankaM08,64,1.52E+18,"Mumbai, India"
69,Alliance Airlines is pathetic. Issued same seat (10A) to two passengers traveling on flight 9I 882. So much inconve… https://t.co/R6ogOpCN7k,2022-05-06 14:49:13+00:00,sachina15699287,1,1.52E+18,
70,@airindiain Never gonna book it again!!! Always delayed. I was travelling from @DelhiAirport to Toronto AI187 n was… https://t.co/e9UdjGhNMB,2022-05-06 13:57:44+00:00,kinjalsampat62,657,1.52E+18,"Mumbai, Maharashtra"
71,"@airindiain Hi AirIndia, it's almost 4 days to complete my journey.....",2022-05-06 13:44:48+00:00,TamboliWajed,13,1.52E+18,"अष्टी, भारत"
72,"@SminuJindal @airindiain @RNTata2000 @JM_Scindia The worst Airline ever, cabin crew suck, baggage control suck. It’… https://t.co/NNY9gK6myy",2022-05-06 13:32:14+00:00,Sid51804919,0,1.52E+18,
73,"RT @SaroopCKol: Air Turbulence in Aircraft #AirTurbulance in #airindia  #aircraft #delhi to #london
Link:
https://t.co/UmscubjOb3",2022-05-06 13:32:00+00:00,CriticalBengali,3505,1.52E+18,"Kolkata,India."
74,"@airindiain etkt:0982137371815, tkt for minor unaccounpained paasenger booked from airindia pune offc after produci… https://t.co/TjE2BdVIDf",2022-05-06 12:56:02+00:00,RohitKu93031331,4,1.52E+18,
75,"@Rattan_Tata sir,
I am a senior citizen. Flight was canceled by Airindia. Kindly help me by refunding. Regards, Romeshbhat",2022-05-06 12:50:30+00:00,RomeshKumarBha2,0,1.52E+18,
76,"RT @SanmanGolwalkar: @airindiain won my heart, when the flight attendant said those magical words 'हलके जलपान की व्यवस्था है'! 
I bet no ot…",2022-05-06 12:46:33+00:00,Dsouzadoo,72,1.52E+18,United Kingdom
77,"Consumer is saying, she is not able to #travel right now due to medical problems, she is looking for a refund from… https://t.co/sCig0AJ2Jt",2022-05-06 12:27:09+00:00,voxya_,1769,1.52E+18,India
78,@airindiain Day 2 of Saga - AirIndia contacted me and asked to DM details - which has been done and docs emailed. No response since .,2022-05-06 12:17:05+00:00,saanjaysaxena,9,1.52E+18,Hong Kong
79,"Over and above...baggage claim staff is so rude...Radhika rawat from claim staff really need to learn the manner ""h… https://t.co/0N3QMeIR4t",2022-05-06 12:05:50+00:00,hemantindia2020,67,1.52E+18,
80,"#FlyAI,#AirIndia, #AirINDIAN. #WingsofChange, #Tata

For the millionth time what is the update on my refund of USD… https://t.co/NDjwGixnfA",2022-05-06 11:45:38+00:00,_ThisIsHari_,2,1.52E+18,Україна
81,"@JAWED35231152 Dear Sir, we request you to visit (https://t.co/KmZgt2TtpB) to know about the updated international travel guidelines.",2022-05-06 11:43:17+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
82,@vsp_X_lib9andus @airindiain @republic @IndianEmbassyUS @CNN @ndtv @MoCA_GoI @IndiaToday @BJP4India @INCIndia For t… https://t.co/xzJuV8jKLY,2022-05-06 11:42:06+00:00,_ThisIsHari_,2,1.52E+18,Україна
83,@airindiain @TaniaSachdev I challenge No one can change Airindia. They cancelled flights back in Jan due to 5G issu… https://t.co/c5bwd4K8EU,2022-05-06 11:33:22+00:00,maheshpcu,6,1.52E+18,
84,"Does our Minister Civil aviation, the your leader has any shame left. DGCA officers are also not getting any favour… https://t.co/aWRPU2d8yI",2022-05-06 11:28:24+00:00,samintl,168,1.52E+18,india
85,"#FlyAI #AirIndia #AI138 ,Any idea when will Milan -Delhi Air India flight start? Expected date please. Thank you!",2022-05-06 11:26:36+00:00,AbhiSingh022,0,1.52E+18,"Piedmont, Italy"
86,"RT @SavitaKumar5: 2 hrs and still waiting for Boarding from Delhi to Sydney AI302, No provision of seating #Noinformation #shame #AirIndia…",2022-05-06 11:04:37+00:00,SavitaKumar5,2,1.52E+18,
87,@Officejmscindia @airindiain @MoCA_GoI @Pib_MoCA Booked an intl flight STV to KTM with AirIndia (PNR: YCJS9). AI ca… https://t.co/QF7l1hdOVa,2022-05-06 10:40:00+00:00,RajneeshVenkta,1,1.52E+18,
88,"2 hrs and still waiting for Boarding from Delhi to Sydney AI302, No provision of seating #Noinformation #shame #AirIndia #AI302 #disgusted",2022-05-06 10:21:30+00:00,SavitaKumar5,2,1.52E+18,
89,"Booked LKO-DEL on 2/5/22 for same evening AI812. PNR J0GB7.
Couldn't web checkin. #AirIndia said tkt is cancelled.… https://t.co/aOZ9FsulMR",2022-05-06 10:16:44+00:00,RajeshSinghOne,894,1.52E+18,
90,"RT @sayanxd8: Sir I am Medical Student OF 4th Year, UKRAINE.Ukraine Is Imposing National Emergency As per report.
All Air lines including A…",2022-05-06 10:06:04+00:00,RahulVerma1971,122,1.52E+18,
91,@NS_Covidwarrior @airindiain Thats bad. I thought they would have learnt from our incident but the tech inspection… https://t.co/Ffq7J4IH8Z,2022-05-06 09:48:23+00:00,SureshGarg_20,0,1.52E+18,
92,"@BLR_Airport 
Urgent clarification 
My flight to EWR via Delhi 17.00 hrs 15/06/2022.Airindia 503 .
Please let me kn… https://t.co/ErotYxquaR",2022-05-06 09:07:48+00:00,GovindaVijayan,351,1.52E+18,
93,"@VelanaAirport landing on 11th May from India with AirIndia. With family &amp; 2 kids below 6 yrs. any covid protocol,… https://t.co/pd4Hw3pkLD",2022-05-06 08:10:21+00:00,eijmota,5,1.52E+18,"Bengaluru South, India"
94,Air India compensation Alert! Were you on flight AI172 on 5th May 2022 from London Heathrow Airport to Sardar Valla… https://t.co/HjogbRT1Cb,2022-05-06 08:07:09+00:00,ClaimDelay,152,1.52E+18,"Manchester, England"
95,To depart from Jeddah at 10:40 am. Now it is 11:00 am. Boarding yet to be started. Well Done !!! Air India… https://t.co/QAZ4MwBFvC,2022-05-06 08:02:27+00:00,BharathKrishnaS,43,1.52E+18,"Riyadh, Kingdom of Saudi Arabia"
96,@airindiain @airindiain  have already shared my details and was on call with AirIndia regarding this. I was told th… https://t.co/wCZpZCkRUw,2022-05-06 07:08:46+00:00,AakashP51457756,0,1.52E+18,
97,"Speaking with @monica_sanatani, @ashkewl, Pravin Yadav, Anthony Trahair, Suryakanta Saxena, and @airindia_dipu https://t.co/xAFOqtsfsE",2022-05-06 05:40:13+00:00,nimblecoach,2043,1.52E+18,"Nariman Point, Mumbai"
98,RT @Arunkumardhal: @flipkartsupport @Cleartrip who is responsible for Flipkart travel booking alternative flight option acceptance processo…,2022-05-06 05:39:45+00:00,GauravGoel_2008,1003,1.52E+18,"New Delhi, India"
99,"#Jaipur after more than 10 years. Happy to fly #AirIndia

@airindiain https://t.co/SLb54L7eK3",2022-05-06 05:37:29+00:00,Kumargautamkg,600,1.52E+18,Mumbai or Muzaffarpur
100,@airindiain please repair your planes!! Paying thousands of rupees for international flights where the screens are… https://t.co/rv602hlH1E,2022-05-06 05:28:59+00:00,pickester,26,1.52E+18,Tokyo
101,@airindiain It's been 3 weeks that I reported this and I haven't got any response from you whatsoever. Not even a s… https://t.co/BqeJhzVYPL,2022-05-06 05:10:00+00:00,ratika_alok,5,1.52E+18,
102,"RT @LtGanGhufoor: Yes Sir @adhirrcinc 😭😂😂😂😂😂

#ModiInGermany #Airindia https://t.co/6WQKTH9Uu1",2022-05-06 04:53:54+00:00,OrionPerryAn,31,1.52E+18,
103,@airindiain sir i was booked ahmedabad to patna by indigo airline and patna to ahmedabad by airindia but  due to ca… https://t.co/ULmRgJRTF1,2022-05-06 04:51:57+00:00,GAURISH00497146,2,1.52E+18,
104,"It will be for certain categories of #immigrants, including those seeking #greencards and spouses of #H1B visa hold… https://t.co/GAwOgGeriH",2022-05-06 04:45:28+00:00,MTI_TheUS,10,1.52E+18,
105,"@SaaZ1828 Dear Mr. Azeez, request you to kindly visit https://t.co/x21lavunlV to know about the hand baggage allowance.",2022-05-06 04:43:24+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
106,"@airindiain Good Morning Team, just want to know what's the hand luggage weight should be carried as I have booked… https://t.co/k2wmRowKhd",2022-05-06 04:33:38+00:00,SaaZ1828,4,1.52E+18,
107,@airindiain very disappointed your service. Now I have to get my camera bag weighted at the boarding gate and had t… https://t.co/8b65CvC4jB,2022-05-06 04:11:19+00:00,VJBedi,1554,1.52E+18,India
108,"To summarise the issue, had flown on your Airlines &amp; not received the miles as the ticket was in my 'First Name' &amp;… https://t.co/o4YSzB0GmA",2022-05-06 03:59:44+00:00,AndreThinks,191,1.52E+18,"Mumbai, India"
109,@airindiain How long after you share an issue with your “concerned airport team for corrective action” does it take… https://t.co/9ysjPrFImp,2022-05-06 03:54:46+00:00,MishraVikash,110,1.52E+18,Past Present Future
110,@JM_Scindia sir I could see you in Canada for having more Canada flights from India much required thing currently a… https://t.co/BdnyrxWaKj,2022-05-06 03:42:00+00:00,PraveenKumGarg9,5,1.52E+18,"New Delhi, India"
111,1/n I travel in AirIndia and proud to use the same but customer experience is not improving at all. Yesterday trave… https://t.co/OfTNSswY48,2022-05-06 03:28:35+00:00,msampathila,22,1.52E+18,"Tokyo-to, Japan"
112,"@sign_out Dear Mr. Behera, we request you to visit https://t.co/oL3bOlbF5j to know about the updated domestic travel guidelines.",2022-05-06 02:46:25+00:00,airindiain,562411,1.52E+18,"New Delhi, India"
113,@airindia is there anyone who is sitting there to consider customer complaints. I dont understand what you are doin… https://t.co/rQLW4mdCct,2022-05-06 02:33:37+00:00,kumar1_ankur,1,1.52E+18,
114,@airindiain now a days air India not giving good services n Whn ever they want they r cancelling flights they haven… https://t.co/ce99RN1oOu,2022-05-06 01:59:19+00:00,ajitpal59806492,54,1.52E+18,"Rajahmundry, India"
115,@Suhelseth @JM_Scindia @adarpoonawalla @supriya_sule Why are you requesting @MoCA_GoI Mr Scindhia? Is there any Sar… https://t.co/sOgSU7eJ2m,2022-05-05 23:53:08+00:00,anna65jbp,126,1.52E+18,India
116,@airindiain AI 173 Delhi to SFO. Got shunted in a domestic check in queue for over 2.5 hrs with passengers travelli… https://t.co/R55YhosvNg,2022-05-05 22:48:34+00:00,sbhattacharya1,26,1.52E+18,"Gurgaon, India"
117,"@airindiain,@TataCompanies may be airindia has taken over by Tata group but customer service remains the same old a… https://t.co/JbtVejKu3f",2022-05-05 22:13:33+00:00,Durga3105,1,1.52E+18,
118,I have been applying for #ticketrefund from #AirIndia. But getting no positive response. Even the #customer service… https://t.co/Z6pwUzITmy,2022-05-05 22:04:16+00:00,8f77gx6srv,1,1.52E+18,
119,"Govt sells 
#airindia 
#lic 
#BPCL 
#itdc 
#pawanhans 
#hal

For the sake of #privatisation

But #liquor business i… https://t.co/rV4ubfOjdK",2022-05-05 21:49:56+00:00,Amandeep_55,17,1.52E+18,
120,"@airindiain @TaniaSachdev Congratulations but 1 suggestion don't fly airindia they don't take care of ur baggages,b… https://t.co/itpEgjkmVX",2022-05-05 19:12:37+00:00,k_joker315,1,1.52E+18,
121,@airindiain is this not explaining the wait? It has been 4 months and I have not got refunds for my canceled ticket… https://t.co/acRp8mTklf,2022-05-05 18:41:32+00:00,SREERAM11,26,1.52E+18,chennai
122,"While changing the date of travel through the website, it was showing extra charges for the modification. So I cont… https://t.co/137P2qBv17",2022-05-05 18:31:20+00:00,Ayush_9473,1,1.52E+18,
123,RT @kuntzkhona: @airindiain Don't harrase.ur regular passengers on board most irritating service of airport staff.. probably.this would be…,2022-05-05 18:28:31+00:00,RajanKhona,1,1.52E+18,
124,@JustFlyGlobal @Custome34925688 @airindiain @AirIndia_assist @JM_Scindia @RNTata2000 @JustFlyGlobal Please please provide an update,2022-05-05 18:02:49+00:00,GMShelpinghand1,15,1.52E+18,
125,RT @DrGautamGhosh_: Hello @JM_Scindia ji pl ensure that  #airindia provides a bit rational fares to Visiting   Indian parents of students s…,2022-05-05 18:00:03+00:00,SahuMonu2,48,1.52E+18,
126,Hello @JM_Scindia ji pl ensure that  #airindia provides a bit rational fares to Visiting   Indian parents of studen… https://t.co/xu3qUmmYsq,2022-05-05 17:55:04+00:00,DrGautamGhosh_,2406,1.52E+18,Global 
127,@JustFlyGlobal @Custome34925688 @airindiain @AirIndia_assist @JM_Scindia @RNTata2000 @JustFlyGlobal how long I shou… https://t.co/2QA6xwnW39,2022-05-05 16:53:17+00:00,GMShelpinghand1,15,1.52E+18,
128,@airindiain @TaniaSachdev Its been more than 12 hours since I had asked for a resolution for my issue with group bo… https://t.co/WPT27IixzJ,2022-05-05 16:30:33+00:00,Indiana72849153,13,1.52E+18,
129,"@happyeasygo For the Trip id 686192611920339063, @airindiain has refunded the money to you on 18Jan22. Why are you… https://t.co/8MpJWmi3p3",2022-05-05 16:22:46+00:00,21d59b85f6d9494,9,1.52E+18,"Delhi, India"
130,"Air Turbulence in Aircraft #AirTurbulance in #airindia  #aircraft #delhi to #london
Link:
https://t.co/UmscubjOb3",2022-05-05 14:57:48+00:00,SaroopCKol,5181,1.52E+18,"Kolkata, India"
131,"@FlyWithIX do you bother to address customer  grievances, or you are just too big to bother #badcustomerservice #airindia #pranju #letdown",2022-05-05 14:17:18+00:00,the_id_is_taken,1,1.52E+18,"Dubai, United Arab Emirates"
132,"E-ticket No:0982136852085
Date of Travel : 28Oct22Passenger Name : Selvakrishnan SelvanFrom : Chennai (MAA)To : Sin… https://t.co/HTNBcjTFrq",2022-05-05 14:06:04+00:00,iamsjega,27,1.52E+18,
133,@airindia I dont understand what you are doing. You promised me that I will receive my refund with in 10-15 days an… https://t.co/by5fXJhyWc,2022-05-05 14:04:16+00:00,kumar1_ankur,1,1.52E+18,
134,@RNTata2000 @airindiain @DGCAIndia : #airindia you have been consistently providing wrong email address in your def… https://t.co/vYTs0Anu5l,2022-05-05 13:57:51+00:00,Chetan2489,7,1.52E+18,"Pune, India"
135,@airindiain if airindia does not want to pay for the damages why waste the time and then make us go in circles. Sha… https://t.co/YggEYkCwlT,2022-05-05 13:50:33+00:00,YossufZara,17,1.52E+18,"Montana, USA"
